,M
80130,16395
80131,16394
80132,16393
80133,16391
80134,16390
80135,16389
80136,16387
80137,16386
80138,16384
80139,16382
80140,16380
80141,16378
80142,16376
80143,16374
80144,16372
80145,16370
80146,16368
80147,16365
80148,16363
80149,16360
80150,16358
80151,16355
80152,16352
80153,16349
80154,16347
80155,16344
80156,16341
80157,16337
80158,16334
80159,16331
80160,16328
80161,16324
80162,16321
80163,16318
80164,16314
80165,16310
80166,16306
80167,16303
80168,16299
80169,16295
80170,16291
80171,16286
80172,16282
80173,16278
80174,16273
80175,16269
80176,16265
80177,16260
80178,16255
80179,16250
80180,16245
80181,16241
80182,16236
80183,16231
80184,16226
80185,16220
80186,16215
80187,16210
80188,16205
80189,16199
80190,16193
80191,16188
80192,16182
80193,16176
80194,16171
80195,16165
80196,16158
80197,16152
80198,16146
80199,16140
80200,16134
80201,16127
80202,16121
80203,16115
80204,16108
80205,16101
80206,16094
80207,16087
80208,16081
80209,16074
80210,16067
80211,16059
80212,16052
80213,16045
80214,16038
80215,16031
80216,16023
80217,16015
80218,16008
80219,16000
80220,15992
80221,15984
80222,15976
80223,15969
80224,15960
80225,15953
80226,15944
80227,15936
80228,15928
80229,15919
80230,15911
80231,15902
80232,15894
80233,15885
80234,15876
80235,15867
80236,15858
80237,15849
80238,15840
80239,15831
80240,15822
80241,15812
80242,15803
80243,15794
80244,15784
80245,15774
80246,15765
80247,15755
80248,15746
80249,15735
80250,15726
80251,15716
80252,15706
80253,15696
80254,15685
80255,15675
80256,15664
80257,15654
80258,15644
80259,15633
80260,15622
80261,15612
80262,15601
80263,15590
80264,15579
80265,15568
80266,15557
80267,15546
80268,15535
80269,15523
80270,15512
80271,15500
80272,15489
80273,15477
80274,15466
80275,15454
80276,15442
80277,15430
80278,15418
80279,15406
80280,15394
80281,15382
80282,15370
80283,15358
80284,15345
80285,15333
80286,15320
80287,15308
80288,15295
80289,15283
80290,15270
80291,15257
80292,15244
80293,15231
80294,15218
80295,15205
80296,15192
80297,15178
80298,15165
80299,15152
80300,15138
80301,15125
80302,15111
80303,15097
80304,15084
80305,15070
80306,15056
80307,15042
80308,15028
80309,15014
80310,15000
80311,14985
80312,14971
80313,14957
80314,14942
80315,14928
80316,14913
80317,14899
80318,14884
80319,14869
80320,14854
80321,14839
80322,14825
80323,14809
80324,14794
80325,14779
80326,14764
80327,14748
80328,14733
80329,14718
80330,14702
80331,14687
80332,14671
80333,14655
80334,14640
80335,14624
80336,14608
80337,14592
80338,14576
80339,14560
80340,14544
80341,14527
80342,14511
80343,14494
80344,14478
80345,14462
80346,14445
80347,14428
80348,14412
80349,14395
80350,14378
80351,14361
80352,14344
80353,14327
80354,14310
80355,14293
80356,14275
80357,14258
80358,14241
80359,14223
80360,14206
80361,14188
80362,14171
80363,14153
80364,14135
80365,14117
80366,14100
80367,14082
80368,14064
80369,14046
80370,14027
80371,14009
80372,13991
80373,13973
80374,13954
80375,13936
80376,13917
80377,13899
80378,13880
80379,13861
80380,13843
80381,13824
80382,13805
80383,13786
80384,13767
80385,13748
80386,13729
80387,13709
80388,13690
80389,13671
80390,13651
80391,13632
80392,13612
80393,13593
80394,13573
80395,13553
80396,13533
80397,13514
80398,13494
80399,13474
80400,13454
80401,13434
80402,13414
80403,13394
80404,13373
80405,13353
80406,13332
80407,13312
80408,13292
80409,13271
80410,13250
80411,13229
80412,13209
80413,13188
80414,13167
80415,13146
80416,13125
80417,13104
80418,13083
80419,13062
80420,13040
80421,13019
80422,12998
80423,12976
80424,12955
80425,12933
80426,12912
80427,12890
80428,12869
80429,12847
80430,12825
80431,12803
80432,12781
80433,12759
80434,12737
80435,12715
80436,12693
80437,12671
80438,12648
80439,12626
80440,12603
80441,12581
80442,12559
80443,12536
80444,12513
80445,12491
80446,12468
80447,12445
80448,12422
80449,12399
80450,12376
80451,12353
80452,12330
80453,12307
80454,12284
80455,12261
80456,12237
80457,12214
80458,12190
80459,12167
80460,12143
80461,12120
80462,12096
80463,12072
80464,12049
80465,12025
80466,12001
80467,11977
80468,11953
80469,11929
80470,11905
80471,11881
80472,11857
80473,11832
80474,11808
80475,11784
80476,11759
80477,11735
80478,11710
80479,11686
80480,11661
80481,11636
80482,11612
80483,11587
80484,11562
80485,11537
80486,11512
80487,11487
80488,11462
80489,11437
80490,11412
80491,11386
80492,11361
80493,11336
80494,11310
80495,11285
80496,11260
80497,11234
80498,11209
80499,11183
80500,11157
80501,11132
80502,11106
80503,11080
80504,11054
80505,11028
80506,11002
80507,10976
80508,10950
80509,10924
80510,10898
80511,10872
80512,10845
80513,10819
80514,10793
80515,10766
80516,10740
80517,10713
80518,10687
80519,10660
80520,10633
80521,10607
80522,10580
80523,10553
80524,10526
80525,10499
80526,10472
80527,10445
80528,10418
80529,10391
80530,10364
80531,10337
80532,10309
80533,10282
80534,10255
80535,10228
80536,10200
80537,10173
80538,10145
80539,10118
80540,10090
80541,10062
80542,10034
80543,10007
80544,9979
80545,9951
80546,9923
80547,9895
80548,9867
80549,9839
80550,9811
80551,9783
80552,9755
80553,9727
80554,9699
80555,9670
80556,9642
80557,9614
80558,9585
80559,9556
80560,9528
80561,9500
80562,9471
80563,9442
80564,9413
80565,9385
80566,9356
80567,9327
80568,9299
80569,9269
80570,9241
80571,9212
80572,9182
80573,9153
80574,9124
80575,9095
80576,9066
80577,9037
80578,9007
80579,8978
80580,8949
80581,8919
80582,8890
80583,8860
80584,8831
80585,8801
80586,8772
80587,8742
80588,8712
80589,8683
80590,8653
80591,8623
80592,8593
80593,8563
80594,8534
80595,8503
80596,8474
80597,8443
80598,8413
80599,8383
80600,8353
80601,8323
80602,8293
80603,8262
80604,8232
80605,8202
80606,8172
80607,8141
80608,8111
80609,8080
80610,8050
80611,8019
80612,7988
80613,7958
80614,7927
80615,7896
80616,7866
80617,7835
80618,7804
80619,7773
80620,7742
80621,7712
80622,7681
80623,7650
80624,7618
80625,7587
80626,7556
80627,7525
80628,7494
80629,7463
80630,7431
80631,7400
80632,7369
80633,7338
80634,7306
80635,7275
80636,7244
80637,7212
80638,7181
80639,7149
80640,7117
80641,7086
80642,7054
80643,7022
80644,6991
80645,6959
80646,6927
80647,6895
80648,6864
80649,6832
80650,6800
80651,6768
80652,6736
80653,6704
80654,6672
80655,6640
80656,6608
80657,6576
80658,6544
80659,6512
80660,6479
80661,6447
80662,6415
80663,6383
80664,6350
80665,6318
80666,6286
80667,6253
80668,6221
80669,6188
80670,6156
80671,6123
80672,6091
80673,6058
80674,6025
80675,5993
80676,5960
80677,5928
80678,5895
80679,5862
80680,5830
80681,5797
80682,5764
80683,5731
80684,5698
80685,5665
80686,5632
80687,5600
80688,5567
80689,5533
80690,5501
80691,5468
80692,5435
80693,5401
80694,5368
80695,5335
80696,5302
80697,5269
80698,5235
80699,5202
80700,5169
80701,5136
80702,5103
80703,5069
80704,5036
80705,5002
80706,4969
80707,4936
80708,4902
80709,4869
80710,4835
80711,4802
80712,4768
80713,4734
80714,4701
80715,4667
80716,4634
80717,4600
80718,4566
80719,4533
80720,4499
80721,4465
80722,4432
80723,4398
80724,4364
80725,4330
80726,4297
80727,4262
80728,4229
80729,4195
80730,4161
80731,4127
80732,4093
80733,4059
80734,4025
80735,3991
80736,3957
80737,3923
80738,3889
80739,3855
80740,3821
80741,3787
80742,3753
80743,3719
80744,3684
80745,3650
80746,3616
80747,3582
80748,3548
80749,3513
80750,3479
80751,3445
80752,3411
80753,3376
80754,3342
80755,3308
80756,3273
80757,3239
80758,3204
80759,3170
80760,3136
80761,3101
80762,3067
80763,3033
80764,2998
80765,2963
80766,2929
80767,2894
80768,2860
80769,2825
80770,2791
80771,2756
80772,2722
80773,2687
80774,2653
80775,2618
80776,2583
80777,2549
80778,2514
80779,2480
80780,2445
80781,2410
80782,2376
80783,2341
80784,2306
80785,2272
80786,2237
80787,2202
80788,2167
80789,2133
80790,2098
80791,2063
80792,2028
80793,1994
80794,1959
80795,1924
80796,1889
80797,1854
80798,1819
80799,1784
80800,1749
80801,1715
80802,1680
80803,1645
80804,1610
80805,1575
80806,1540
80807,1506
80808,1471
80809,1436
80810,1401
80811,1366
80812,1331
80813,1296
80814,1261
80815,1226
80816,1191
80817,1156
80818,1121
80819,1086
80820,1051
80821,1016
80822,981
80823,946
80824,911
80825,876
80826,841
80827,806
80828,771
80829,736
80830,701
80831,666
80832,631
80833,596
80834,561
80835,526
80836,491
80837,456
80838,421
80839,386
80840,351
80841,316
80842,280
80843,246
80844,210
80845,176
80846,140
80847,105
80848,70
80849,35
80850,0
80851,-35
80852,-70
80853,-105
80854,-140
80855,-175
80856,-210
80857,-245
80858,-280
80859,-315
80860,-350
80861,-386
80862,-421
80863,-456
80864,-490
80865,-526
80866,-561
80867,-596
80868,-631
80869,-666
80870,-701
80871,-736
80872,-771
80873,-806
80874,-841
80875,-876
80876,-911
80877,-946
80878,-981
80879,-1016
80880,-1051
80881,-1086
80882,-1121
80883,-1156
80884,-1191
80885,-1226
80886,-1261
80887,-1295
80888,-1330
80889,-1366
80890,-1400
80891,-1435
80892,-1470
80893,-1505
80894,-1540
80895,-1575
80896,-1610
80897,-1645
80898,-1680
80899,-1714
80900,-1749
80901,-1784
80902,-1819
80903,-1854
80904,-1889
80905,-1924
80906,-1958
80907,-1993
80908,-2028
80909,-2063
80910,-2097
80911,-2132
80912,-2167
80913,-2202
80914,-2237
80915,-2271
80916,-2306
80917,-2341
80918,-2375
80919,-2410
80920,-2445
80921,-2479
80922,-2514
80923,-2549
80924,-2583
80925,-2618
80926,-2653
80927,-2687
80928,-2722
80929,-2756
80930,-2791
80931,-2825
80932,-2860
80933,-2894
80934,-2929
80935,-2963
80936,-2998
80937,-3032
80938,-3067
80939,-3101
80940,-3135
80941,-3170
80942,-3204
80943,-3239
80944,-3273
80945,-3308
80946,-3342
80947,-3376
80948,-3410
80949,-3445
80950,-3479
80951,-3513
80952,-3548
80953,-3582
80954,-3616
80955,-3650
80956,-3684
80957,-3718
80958,-3752
80959,-3786
80960,-3821
80961,-3855
80962,-3889
80963,-3923
80964,-3957
80965,-3991
80966,-4025
80967,-4059
80968,-4093
80969,-4127
80970,-4161
80971,-4194
80972,-4228
80973,-4262
80974,-4296
80975,-4330
80976,-4364
80977,-4398
80978,-4431
80979,-4465
80980,-4499
80981,-4532
80982,-4566
80983,-4600
80984,-4633
80985,-4667
80986,-4701
80987,-4734
80988,-4768
80989,-4801
80990,-4835
80991,-4868
80992,-4902
80993,-4935
80994,-4969
80995,-5002
80996,-5035
80997,-5069
80998,-5102
80999,-5135
81000,-5169
81001,-5202
81002,-5235
81003,-5268
81004,-5302
81005,-5335
81006,-5368
81007,-5401
81008,-5434
81009,-5467
81010,-5500
81011,-5533
81012,-5566
81013,-5599
81014,-5632
81015,-5665
81016,-5698
81017,-5731
81018,-5764
81019,-5796
81020,-5829
81021,-5862
81022,-5895
81023,-5928
81024,-5960
81025,-5993
81026,-6025
81027,-6058
81028,-6090
81029,-6123
81030,-6156
81031,-6188
81032,-6221
81033,-6253
81034,-6285
81035,-6318
81036,-6350
81037,-6382
81038,-6414
81039,-6447
81040,-6479
81041,-6511
81042,-6543
81043,-6575
81044,-6608
81045,-6640
81046,-6672
81047,-6704
81048,-6736
81049,-6768
81050,-6800
81051,-6832
81052,-6863
81053,-6895
81054,-6927
81055,-6959
81056,-6990
81057,-7022
81058,-7054
81059,-7086
81060,-7117
81061,-7149
81062,-7180
81063,-7212
81064,-7243
81065,-7274
81066,-7306
81067,-7337
81068,-7369
81069,-7400
81070,-7431
81071,-7463
81072,-7494
81073,-7525
81074,-7556
81075,-7587
81076,-7618
81077,-7649
81078,-7680
81079,-7711
81080,-7742
81081,-7773
81082,-7804
81083,-7835
81084,-7866
81085,-7896
81086,-7927
81087,-7957
81088,-7988
81089,-8019
81090,-8049
81091,-8080
81092,-8110
81093,-8141
81094,-8171
81095,-8202
81096,-8232
81097,-8262
81098,-8293
81099,-8323
81100,-8353
81101,-8383
81102,-8413
81103,-8443
81104,-8473
81105,-8503
81106,-8533
81107,-8563
81108,-8593
81109,-8623
81110,-8653
81111,-8682
81112,-8712
81113,-8742
81114,-8772
81115,-8801
81116,-8831
81117,-8860
81118,-8890
81119,-8919
81120,-8949
81121,-8978
81122,-9007
81123,-9037
81124,-9066
81125,-9095
81126,-9124
81127,-9153
81128,-9182
81129,-9211
81130,-9240
81131,-9269
81132,-9298
81133,-9327
81134,-9356
81135,-9384
81136,-9413
81137,-9442
81138,-9471
81139,-9499
81140,-9528
81141,-9556
81142,-9585
81143,-9613
81144,-9642
81145,-9670
81146,-9698
81147,-9727
81148,-9755
81149,-9783
81150,-9811
81151,-9839
81152,-9867
81153,-9895
81154,-9923
81155,-9951
81156,-9979
81157,-10007
81158,-10034
81159,-10062
81160,-10090
81161,-10117
81162,-10145
81163,-10173
81164,-10200
81165,-10227
81166,-10255
81167,-10282
81168,-10309
81169,-10336
81170,-10364
81171,-10391
81172,-10418
81173,-10445
81174,-10472
81175,-10499
81176,-10526
81177,-10553
81178,-10579
81179,-10607
81180,-10633
81181,-10660
81182,-10686
81183,-10713
81184,-10740
81185,-10766
81186,-10792
81187,-10819
81188,-10845
81189,-10871
81190,-10898
81191,-10924
81192,-10950
81193,-10976
81194,-11002
81195,-11028
81196,-11054
81197,-11080
81198,-11105
81199,-11131
81200,-11157
81201,-11183
81202,-11209
81203,-11234
81204,-11260
81205,-11285
81206,-11310
81207,-11336
81208,-11361
81209,-11386
81210,-11411
81211,-11437
81212,-11462
81213,-11487
81214,-11512
81215,-11537
81216,-11562
81217,-11586
81218,-11611
81219,-11636
81220,-11661
81221,-11685
81222,-11710
81223,-11735
81224,-11759
81225,-11783
81226,-11808
81227,-11832
81228,-11856
81229,-11880
81230,-11905
81231,-11929
81232,-11953
81233,-11977
81234,-12000
81235,-12024
81236,-12048
81237,-12072
81238,-12096
81239,-12119
81240,-12143
81241,-12166
81242,-12190
81243,-12213
81244,-12237
81245,-12260
81246,-12283
81247,-12307
81248,-12330
81249,-12353
81250,-12376
81251,-12399
81252,-12422
81253,-12445
81254,-12468
81255,-12490
81256,-12513
81257,-12535
81258,-12558
81259,-12581
81260,-12603
81261,-12625
81262,-12648
81263,-12670
81264,-12693
81265,-12715
81266,-12737
81267,-12759
81268,-12781
81269,-12803
81270,-12825
81271,-12846
81272,-12868
81273,-12890
81274,-12912
81275,-12933
81276,-12955
81277,-12976
81278,-12998
81279,-13019
81280,-13040
81281,-13061
81282,-13083
81283,-13104
81284,-13125
81285,-13146
81286,-13167
81287,-13188
81288,-13208
81289,-13229
81290,-13250
81291,-13271
81292,-13291
81293,-13312
81294,-13332
81295,-13353
81296,-13373
81297,-13393
81298,-13413
81299,-13434
81300,-13453
81301,-13474
81302,-13494
81303,-13513
81304,-13533
81305,-13553
81306,-13573
81307,-13593
81308,-13612
81309,-13632
81310,-13651
81311,-13671
81312,-13690
81313,-13709
81314,-13728
81315,-13748
81316,-13766
81317,-13785
81318,-13804
81319,-13823
81320,-13842
81321,-13861
81322,-13880
81323,-13899
81324,-13917
81325,-13936
81326,-13954
81327,-13973
81328,-13991
81329,-14009
81330,-14027
81331,-14045
81332,-14064
81333,-14081
81334,-14099
81335,-14117
81336,-14135
81337,-14153
81338,-14171
81339,-14188
81340,-14206
81341,-14223
81342,-14241
81343,-14258
81344,-14275
81345,-14292
81346,-14310
81347,-14327
81348,-14344
81349,-14361
81350,-14378
81351,-14395
81352,-14411
81353,-14428
81354,-14445
81355,-14461
81356,-14478
81357,-14494
81358,-14511
81359,-14527
81360,-14543
81361,-14559
81362,-14576
81363,-14591
81364,-14608
81365,-14623
81366,-14639
81367,-14655
81368,-14671
81369,-14686
81370,-14702
81371,-14718
81372,-14733
81373,-14748
81374,-14764
81375,-14779
81376,-14794
81377,-14809
81378,-14824
81379,-14839
81380,-14854
81381,-14869
81382,-14884
81383,-14899
81384,-14913
81385,-14928
81386,-14942
81387,-14956
81388,-14971
81389,-14985
81390,-15000
81391,-15014
81392,-15028
81393,-15042
81394,-15056
81395,-15070
81396,-15083
81397,-15097
81398,-15111
81399,-15125
81400,-15138
81401,-15151
81402,-15165
81403,-15178
81404,-15191
81405,-15204
81406,-15218
81407,-15231
81408,-15244
81409,-15257
81410,-15269
81411,-15282
81412,-15295
81413,-15307
81414,-15320
81415,-15333
81416,-15345
81417,-15358
81418,-15370
81419,-15382
81420,-15394
81421,-15406
81422,-15418
81423,-15430
81424,-15442
81425,-15454
81426,-15465
81427,-15477
81428,-15489
81429,-15500
81430,-15512
81431,-15523
81432,-15534
81433,-15546
81434,-15557
81435,-15568
81436,-15579
81437,-15590
81438,-15600
81439,-15611
81440,-15622
81441,-15633
81442,-15643
81443,-15654
81444,-15664
81445,-15675
81446,-15685
81447,-15695
81448,-15705
81449,-15716
81450,-15726
81451,-15735
81452,-15745
81453,-15755
81454,-15765
81455,-15774
81456,-15784
81457,-15793
81458,-15803
81459,-15812
81460,-15821
81461,-15831
81462,-15840
81463,-15849
81464,-15858
81465,-15867
81466,-15876
81467,-15885
81468,-15893
81469,-15902
81470,-15910
81471,-15919
81472,-15927
81473,-15936
81474,-15944
81475,-15952
81476,-15960
81477,-15969
81478,-15976
81479,-15984
81480,-15992
81481,-16000
81482,-16007
81483,-16015
81484,-16023
81485,-16030
81486,-16037
81487,-16045
81488,-16052
81489,-16059
81490,-16067
81491,-16073
81492,-16080
81493,-16087
81494,-16094
81495,-16101
81496,-16108
81497,-16114
81498,-16121
81499,-16127
81500,-16133
81501,-16140
81502,-16146
81503,-16152
81504,-16158
81505,-16164
81506,-16170
81507,-16176
81508,-16182
81509,-16187
81510,-16193
81511,-16199
81512,-16204
81513,-16209
81514,-16215
81515,-16220
81516,-16225
81517,-16231
81518,-16236
81519,-16241
81520,-16245
81521,-16250
81522,-16255
81523,-16259
81524,-16264
81525,-16269
81526,-16273
81527,-16278
81528,-16282
81529,-16286
81530,-16290
81531,-16294
81532,-16298
81533,-16302
81534,-16306
81535,-16310
81536,-16313
81537,-16317
81538,-16321
81539,-16324
81540,-16327
81541,-16331
81542,-16334
81543,-16337
81544,-16340
81545,-16343
81546,-16346
81547,-16349
81548,-16352
81549,-16355
81550,-16358
81551,-16360
81552,-16362
81553,-16365
81554,-16368
81555,-16370
81556,-16372
81557,-16374
81558,-16376
81559,-16378
81560,-16380
81561,-16382
81562,-16383
81563,-16385
81564,-16387
81565,-16389
81566,-16390
81567,-16391
81568,-16393
81569,-16394
81570,-16395
81571,-16396
81572,-16397
81573,-16398
81574,-16399
81575,-16400
81576,-16400
81577,-16401
81578,-16402
81579,-16402
81580,-16402
81581,-16403
81582,-16403
81583,-16403
81584,-16403
81585,-16404
81586,-16403
81587,-16403
81588,-16403
81589,-16403
81590,-16402
81591,-16402
81592,-16402
81593,-16401
81594,-16400
81595,-16400
81596,-16399
81597,-16398
81598,-16397
81599,-16396
81600,-16395
81601,-16394
81602,-16392
81603,-16391
81604,-16390
81605,-16388
81606,-16387
81607,-16385
81608,-16383
81609,-16382
81610,-16380
81611,-16378
81612,-16376
81613,-16374
81614,-16372
81615,-16370
81616,-16367
81617,-16365
81618,-16363
81619,-16360
81620,-16358
81621,-16355
81622,-16352
81623,-16349
81624,-16347
81625,-16344
81626,-16340
81627,-16337
81628,-16334
81629,-16331
81630,-16327
81631,-16324
81632,-16321
81633,-16317
81634,-16314
81635,-16310
81636,-16306
81637,-16302
81638,-16298
81639,-16294
81640,-16290
81641,-16286
81642,-16282
81643,-16277
81644,-16273
81645,-16269
81646,-16264
81647,-16259
81648,-16255
81649,-16250
81650,-16245
81651,-16240
81652,-16235
81653,-16231
81654,-16225
81655,-16220
81656,-16215
81657,-16209
81658,-16204
81659,-16199
81660,-16193
81661,-16187
81662,-16182
81663,-16176
81664,-16170
81665,-16164
81666,-16158
81667,-16152
81668,-16146
81669,-16140
81670,-16133
81671,-16127
81672,-16121
81673,-16114
81674,-16108
81675,-16101
81676,-16094
81677,-16087
81678,-16080
81679,-16074
81680,-16066
81681,-16059
81682,-16052
81683,-16045
81684,-16038
81685,-16030
81686,-16023
81687,-16015
81688,-16007
81689,-16000
81690,-15992
81691,-15984
81692,-15976
81693,-15968
81694,-15960
81695,-15952
81696,-15944
81697,-15936
81698,-15927
81699,-15919
81700,-15910
81701,-15902
81702,-15893
81703,-15885
81704,-15876
81705,-15867
81706,-15858
81707,-15849
81708,-15840
81709,-15831
81710,-15821
81711,-15812
81712,-15803
81713,-15794
81714,-15784
81715,-15774
81716,-15765
81717,-15755
81718,-15745
81719,-15735
81720,-15726
81721,-15716
81722,-15705
81723,-15695
81724,-15685
81725,-15674
81726,-15664
81727,-15654
81728,-15643
81729,-15633
81730,-15622
81731,-15611
81732,-15601
81733,-15590
81734,-15579
81735,-15568
81736,-15557
81737,-15546
81738,-15534
81739,-15523
81740,-15512
81741,-15500
81742,-15489
81743,-15477
81744,-15465
81745,-15454
81746,-15442
81747,-15430
81748,-15418
81749,-15406
81750,-15394
81751,-15382
81752,-15370
81753,-15357
81754,-15345
81755,-15333
81756,-15320
81757,-15308
81758,-15295
81759,-15282
81760,-15270
81761,-15257
81762,-15244
81763,-15231
81764,-15218
81765,-15204
81766,-15191
81767,-15178
81768,-15165
81769,-15151
81770,-15138
81771,-15125
81772,-15111
81773,-15097
81774,-15083
81775,-15069
81776,-15056
81777,-15042
81778,-15028
81779,-15013
81780,-14999
81781,-14985
81782,-14971
81783,-14956
81784,-14942
81785,-14928
81786,-14913
81787,-14899
81788,-14884
81789,-14869
81790,-14854
81791,-14839
81792,-14824
81793,-14809
81794,-14794
81795,-14779
81796,-14764
81797,-14748
81798,-14733
81799,-14718
81800,-14702
81801,-14686
81802,-14671
81803,-14655
81804,-14639
81805,-14623
81806,-14607
81807,-14592
81808,-14576
81809,-14559
81810,-14543
81811,-14527
81812,-14511
81813,-14494
81814,-14478
81815,-14461
81816,-14445
81817,-14428
81818,-14411
81819,-14394
81820,-14378
81821,-14361
81822,-14344
81823,-14327
81824,-14310
81825,-14292
81826,-14275
81827,-14258
81828,-14241
81829,-14223
81830,-14206
81831,-14188
81832,-14171
81833,-14153
81834,-14135
81835,-14117
81836,-14100
81837,-14082
81838,-14064
81839,-14045
81840,-14027
81841,-14009
81842,-13991
81843,-13973
81844,-13954
81845,-13935
81846,-13917
81847,-13898
81848,-13880
81849,-13861
81850,-13842
81851,-13823
81852,-13805
81853,-13785
81854,-13766
81855,-13747
81856,-13728
81857,-13709
81858,-13690
81859,-13671
81860,-13651
81861,-13632
81862,-13612
81863,-13593
81864,-13573
81865,-13553
81866,-13533
81867,-13513
81868,-13493
81869,-13473
81870,-13454
81871,-13434
81872,-13413
81873,-13393
81874,-13373
81875,-13352
81876,-13332
81877,-13312
81878,-13291
81879,-13271
81880,-13250
81881,-13229
81882,-13209
81883,-13188
81884,-13167
81885,-13146
81886,-13125
81887,-13104
81888,-13083
81889,-13062
81890,-13040
81891,-13019
81892,-12998
81893,-12976
81894,-12955
81895,-12933
81896,-12911
81897,-12890
81898,-12868
81899,-12847
81900,-12825
81901,-12803
81902,-12781
81903,-12759
81904,-12737
81905,-12715
81906,-12692
81907,-12670
81908,-12648
81909,-12625
81910,-12603
81911,-12581
81912,-12558
81913,-12536
81914,-12513
81915,-12490
81916,-12468
81917,-12445
81918,-12422
81919,-12399
81920,-12376
81921,-12353
81922,-12330
81923,-12307
81924,-12284
81925,-12260
81926,-12237
81927,-12214
81928,-12190
81929,-12167
81930,-12143
81931,-12119
81932,-12096
81933,-12072
81934,-12048
81935,-12025
81936,-12000
81937,-11977
81938,-11953
81939,-11929
81940,-11904
81941,-11881
81942,-11856
81943,-11832
81944,-11808
81945,-11783
81946,-11759
81947,-11734
81948,-11710
81949,-11685
81950,-11661
81951,-11636
81952,-11611
81953,-11586
81954,-11562
81955,-11537
81956,-11512
81957,-11487
81958,-11462
81959,-11437
81960,-11412
81961,-11386
81962,-11361
81963,-11336
81964,-11310
81965,-11285
81966,-11260
81967,-11234
81968,-11208
81969,-11183
81970,-11157
81971,-11131
81972,-11105
81973,-11080
81974,-11054
81975,-11028
81976,-11002
81977,-10976
81978,-10950
81979,-10924
81980,-10898
81981,-10871
81982,-10845
81983,-10819
81984,-10792
81985,-10766
81986,-10740
81987,-10713
81988,-10687
81989,-10660
81990,-10633
81991,-10606
81992,-10579
81993,-10553
81994,-10526
81995,-10499
81996,-10472
81997,-10445
81998,-10418
81999,-10391
82000,-10364
82001,-10336
82002,-10309
82003,-10282
82004,-10255
82005,-10227
82006,-10200
82007,-10172
82008,-10145
82009,-10117
82010,-10090
82011,-10062
82012,-10034
82013,-10006
82014,-9979
82015,-9951
82016,-9923
82017,-9895
82018,-9867
82019,-9839
82020,-9811
82021,-9783
82022,-9755
82023,-9726
82024,-9698
82025,-9670
82026,-9641
82027,-9613
82028,-9585
82029,-9556
82030,-9528
82031,-9499
82032,-9471
82033,-9442
82034,-9413
82035,-9385
82036,-9356
82037,-9327
82038,-9298
82039,-9269
82040,-9240
82041,-9211
82042,-9182
82043,-9153
82044,-9124
82045,-9095
82046,-9066
82047,-9037
82048,-9007
82049,-8978
82050,-8949
82051,-8919
82052,-8890
82053,-8860
82054,-8831
82055,-8801
82056,-8772
82057,-8742
82058,-8712
82059,-8682
82060,-8653
82061,-8623
82062,-8593
82063,-8563
82064,-8533
82065,-8503
82066,-8473
82067,-8443
82068,-8413
82069,-8383
82070,-8353
82071,-8323
82072,-8292
82073,-8262
82074,-8232
82075,-8202
82076,-8171
82077,-8141
82078,-8111
82079,-8080
82080,-8049
82081,-8019
82082,-7988
82083,-7957
82084,-7927
82085,-7896
82086,-7866
82087,-7835
82088,-7804
82089,-7773
82090,-7742
82091,-7711
82092,-7680
82093,-7649
82094,-7618
82095,-7587
82096,-7556
82097,-7525
82098,-7494
82099,-7463
82100,-7431
82101,-7400
82102,-7369
82103,-7338
82104,-7306
82105,-7275
82106,-7243
82107,-7212
82108,-7180
82109,-7149
82110,-7117
82111,-7086
82112,-7054
82113,-7022
82114,-6990
82115,-6959
82116,-6927
82117,-6895
82118,-6864
82119,-6831
82120,-6800
82121,-6768
82122,-6736
82123,-6704
82124,-6672
82125,-6640
82126,-6608
82127,-6575
82128,-6543
82129,-6511
82130,-6479
82131,-6447
82132,-6415
82133,-6382
82134,-6350
82135,-6318
82136,-6285
82137,-6253
82138,-6220
82139,-6188
82140,-6155
82141,-6123
82142,-6090
82143,-6058
82144,-6025
82145,-5993
82146,-5960
82147,-5928
82148,-5895
82149,-5862
82150,-5829
82151,-5796
82152,-5764
82153,-5731
82154,-5698
82155,-5665
82156,-5632
82157,-5599
82158,-5566
82159,-5533
82160,-5500
82161,-5467
82162,-5434
82163,-5401
82164,-5368
82165,-5335
82166,-5302
82167,-5268
82168,-5235
82169,-5202
82170,-5169
82171,-5136
82172,-5102
82173,-5069
82174,-5035
82175,-5002
82176,-4969
82177,-4935
82178,-4902
82179,-4868
82180,-4835
82181,-4801
82182,-4768
82183,-4734
82184,-4701
82185,-4667
82186,-4633
82187,-4600
82188,-4566
82189,-4533
82190,-4499
82191,-4465
82192,-4431
82193,-4398
82194,-4364
82195,-4330
82196,-4296
82197,-4262
82198,-4229
82199,-4194
82200,-4161
82201,-4127
82202,-4093
82203,-4059
82204,-4025
82205,-3991
82206,-3957
82207,-3923
82208,-3889
82209,-3855
82210,-3821
82211,-3787
82212,-3753
82213,-3718
82214,-3684
82215,-3650
82216,-3616
82217,-3582
82218,-3548
82219,-3513
82220,-3479
82221,-3445
82222,-3410
82223,-3376
82224,-3342
82225,-3307
82226,-3273
82227,-3239
82228,-3204
82229,-3170
82230,-3135
82231,-3101
82232,-3067
82233,-3032
82234,-2998
82235,-2963
82236,-2929
82237,-2894
82238,-2860
82239,-2825
