,M
162250,-12
162251,-3
162252,0
162253,-1
162254,5
162255,-1
162256,-2
162257,1
162258,0
162259,1
162260,2
162261,2
162262,7
162263,0
162264,2
162265,-5
162266,0
162267,7
162268,5
162269,6
162270,3
162271,-3
162272,-3
162273,-7
162274,-5
162275,-1
162276,-1
162277,0
162278,0
162279,10
162280,1
162281,2
162282,1
162283,-1
162284,1
162285,-5
162286,3
162287,-4
162288,4
162289,-2
162290,4
162291,2
162292,-3
162293,2
162294,-3
162295,6
162296,3
162297,-4
162298,6
162299,-3
162300,9
162301,3
162302,0
162303,-6
162304,-12
162305,-8
162306,-3
162307,5
162308,1
162309,-3
162310,-1
162311,-7
162312,-5
162313,-1
162314,-5
162315,4
162316,-4
162317,0
162318,-6
162319,-3
162320,1
162321,2
162322,3
162323,-9
162324,-10
162325,-19
162326,-8
162327,-9
162328,-1
162329,-2
162330,-1
162331,4
162332,-2
162333,2
162334,-3
162335,-6
162336,-6
162337,-5
162338,0
162339,4
162340,2
162341,-3
162342,0
162343,1
162344,-1
162345,3
162346,3
162347,8
162348,2
162349,2
162350,9
162351,11
162352,15
162353,7
162354,12
162355,4
162356,-1
162357,0
162358,-5
162359,-3
162360,-1
162361,2
162362,0
162363,9
162364,2
162365,-2
162366,0
162367,0
162368,-3
162369,-2
162370,1
162371,3
162372,6
162373,2
162374,2
162375,1
162376,-1
162377,0
162378,-1
162379,2
162380,2
162381,1
162382,-7
162383,0
162384,0
162385,-5
162386,0
162387,-6
162388,6
162389,-10
162390,5
162391,-4
162392,5
162393,-1
162394,13
162395,-3
162396,9
162397,-2
162398,3
162399,-1
162400,-10
162401,0
162402,-1
162403,3
162404,-3
162405,3
162406,-10
162407,-3
162408,-4
162409,-2
162410,4
162411,-1
162412,3
162413,2
162414,-1
162415,0
162416,0
162417,4
162418,5
162419,3
162420,3
162421,-2
162422,1
162423,-1
162424,0
162425,2
162426,-2
162427,3
162428,-2
162429,0
162430,3
162431,-3
162432,5
162433,-1
162434,4
162435,5
162436,2
162437,3
162438,0
162439,8
162440,-1
162441,6
162442,-4
162443,-6
162444,-14
162445,-9
162446,-7
162447,-4
162448,0
162449,2
162450,7
162451,8
162452,17
162453,3
162454,7
162455,1
162456,3
162457,-6
162458,-2
162459,2
162460,0
162461,5
162462,-5
162463,1
162464,-1
162465,-2
162466,-2
162467,2
162468,-8
162469,0
162470,-11
162471,-7
162472,-1
162473,2
162474,0
162475,0
162476,0
162477,0
162478,1
162479,1
162480,-3
162481,0
162482,-8
162483,2
162484,-8
162485,-5
162486,-6
162487,-2
162488,-1
162489,-1
162490,1
162491,2
162492,0
162493,2
162494,-1
162495,1
162496,-3
162497,1
162498,4
162499,6
162500,-1
162501,2
162502,-1
162503,0
162504,0
162505,-6
162506,-15
162507,-10
162508,-7
162509,-2
162510,3
162511,-1
162512,5
162513,4
162514,4
162515,-1
162516,-3
162517,0
162518,0
162519,1
162520,0
162521,3
162522,5
162523,14
162524,19
162525,12
162526,2
162527,-3
162528,-6
162529,-5
162530,-3
162531,1
162532,4
162533,2
162534,3
162535,2
162536,1
162537,-7
162538,-17
162539,-14
162540,-13
162541,-14
162542,-7
162543,-10
162544,-9
162545,-10
162546,-9
162547,0
162548,-3
162549,3
162550,-5
162551,-7
162552,2
162553,2
162554,10
162555,6
162556,3
162557,0
162558,-4
162559,-3
162560,4
162561,3
162562,-5
162563,3
162564,-2
162565,-2
162566,0
162567,-2
162568,6
162569,1
162570,2
162571,-1
162572,-1
162573,0
162574,-3
162575,-3
162576,-4
162577,3
162578,-5
162579,3
162580,4
162581,14
162582,12
162583,8
162584,5
162585,5
162586,2
162587,-2
162588,2
162589,-2
162590,1
162591,6
162592,0
162593,0
162594,-1
162595,-2
162596,1
162597,0
162598,-1
162599,-1
162600,2
162601,-2
162602,7
162603,-4
162604,2
162605,2
162606,-5
162607,8
162608,-4
162609,2
162610,-2
162611,0
162612,2
162613,9
162614,10
162615,7
162616,0
162617,-9
162618,-9
162619,-13
162620,-4
162621,-4
162622,0
162623,-1
162624,-1
162625,9
162626,3
162627,-5
162628,1
162629,-1
162630,4
162631,2
162632,-1
162633,-2
162634,-3
162635,4
162636,-1
162637,0
162638,-5
162639,-1
162640,-6
162641,9
162642,5
162643,1
162644,-2
162645,1
162646,-3
162647,1
162648,-1
162649,2
162650,0
162651,1
162652,0
162653,-4
162654,-2
162655,2
162656,-9
162657,-2
162658,-8
162659,0
162660,1
162661,0
162662,-1
162663,1
162664,0
162665,-3
162666,-2
162667,-3
162668,-2
162669,-1
162670,1
162671,-1
162672,-1
162673,-6
162674,-7
162675,-1
162676,5
162677,6
162678,1
162679,-11
162680,-7
162681,-3
162682,-1
162683,2
162684,11
162685,1
162686,1
162687,-1
162688,-4
162689,-2
162690,4
162691,-1
162692,7
162693,-3
162694,-5
162695,-8
162696,-2
162697,-7
162698,3
162699,-2
162700,7
162701,9
162702,1
162703,-2
162704,5
162705,5
162706,3
162707,0
162708,-5
162709,3
162710,-3
162711,9
162712,4
162713,9
162714,7
162715,6
162716,6
162717,3
162718,2
162719,-4
162720,-3
162721,1
162722,-5
162723,-2
162724,1
162725,-3
162726,11
162727,1
162728,6
162729,-3
162730,0
162731,-9
162732,-5
162733,-10
162734,-3
162735,-3
162736,1
162737,-1
162738,-3
162739,3
162740,-1
162741,7
162742,0
162743,3
162744,-3
162745,-2
162746,-1
162747,2
162748,-12
162749,-15
162750,-12
162751,-15
162752,-6
162753,2
162754,-2
162755,2
162756,-7
162757,-11
162758,-15
162759,-11
162760,-18
162761,-8
162762,-1
162763,-1
162764,-1
162765,1
162766,0
162767,2
162768,3
162769,-7
162770,-10
162771,-7
162772,-8
162773,-4
162774,-5
162775,-4
162776,-3
162777,4
162778,-1
162779,7
162780,7
162781,9
162782,0
162783,1
162784,-11
162785,-6
162786,-6
162787,-8
162788,-4
162789,-3
162790,1
162791,11
162792,13
162793,16
162794,20
162795,13
162796,11
162797,7
162798,5
162799,6
162800,1
162801,2
162802,-3
162803,6
162804,2
162805,12
162806,11
162807,5
162808,1
162809,0
162810,-3
162811,-1
162812,4
162813,-2
162814,0
162815,-1
162816,-2
162817,5
162818,8
162819,5
162820,6
162821,-1
162822,0
162823,1
162824,9
162825,-2
162826,-2
162827,-1
162828,-5
162829,0
162830,1
162831,-2
162832,6
162833,5
162834,10
162835,8
162836,4
162837,1
162838,-7
162839,-6
162840,-4
162841,6
162842,6
162843,1
162844,0
162845,-1
162846,-6
162847,5
162848,2
162849,1
162850,6
162851,10
162852,11
162853,13
162854,4
162855,2
162856,1
162857,-9
162858,-6
162859,-7
162860,-7
162861,-3
162862,-8
162863,-4
162864,3
162865,4
162866,7
162867,4
162868,-7
162869,-4
162870,-5
162871,-9
162872,-7
162873,-8
162874,-3
162875,-6
162876,-2
162877,0
162878,-1
162879,8
162880,4
162881,5
162882,7
162883,5
162884,-1
162885,-5
162886,-13
162887,-11
162888,-9
162889,3
162890,-4
162891,10
162892,3
162893,5
162894,-6
162895,6
162896,-2
162897,7
162898,-1
162899,0
162900,-4
162901,0
162902,-3
162903,-3
162904,1
162905,3
162906,5
162907,2
162908,-2
162909,2
162910,-3
162911,3
162912,-1
162913,-2
162914,-10
162915,-3
162916,-10
162917,0
162918,2
162919,-1
162920,-1
162921,-6
162922,-1
162923,-2
162924,-4
162925,6
162926,-1
162927,-2
162928,-6
162929,-6
162930,-9
162931,-14
162932,-2
162933,-6
162934,7
162935,0
162936,0
162937,-7
162938,-3
162939,-2
162940,-1
162941,1
162942,0
162943,1
162944,8
162945,4
162946,-1
162947,1
162948,-5
162949,-2
162950,-3
162951,1
162952,-3
162953,3
162954,-1
162955,12
162956,4
162957,7
162958,1
162959,-6
162960,0
162961,-2
162962,0
162963,-2
162964,2
162965,-2
162966,5
162967,-1
162968,6
162969,-1
162970,4
162971,2
162972,7
162973,8
162974,8
162975,3
162976,2
162977,-3
162978,-4
162979,1
162980,3
162981,-1
162982,2
162983,-4
162984,-1
162985,-3
162986,4
162987,5
162988,4
162989,-3
162990,-1
162991,-1
162992,-3
162993,-5
162994,3
162995,-2
162996,3
162997,-2
162998,3
162999,-9
163000,0
163001,-1
163002,0
163003,0
163004,1
163005,-4
163006,-4
163007,-5
163008,-1
163009,3
163010,-3
163011,5
163012,-15
163013,-8
163014,-12
163015,-6
163016,1
163017,-3
163018,1
163019,-1
163020,1
163021,-6
163022,-2
163023,-1
163024,0
163025,-1
163026,3
163027,1
163028,2
163029,-1
163030,0
163031,-1
163032,0
163033,1
163034,1
163035,-4
163036,0
163037,-16
163038,-5
163039,-4
163040,5
163041,4
163042,4
163043,7
163044,0
163045,2
163046,-3
163047,0
163048,1
163049,1
163050,1
163051,4
163052,-3
163053,-1
163054,-5
163055,4
163056,4
163057,10
163058,11
163059,18
163060,17
163061,12
163062,10
163063,8
163064,5
163065,1
163066,1
163067,0
163068,12
163069,3
163070,6
163071,0
163072,-1
163073,12
163074,9
163075,5
163076,-1
163077,0
163078,-5
163079,3
163080,-7
163081,4
163082,-2
163083,0
163084,-2
163085,2
163086,0
163087,-1
163088,-4
163089,3
163090,4
163091,0
163092,-6
163093,-8
163094,-3
163095,-4
163096,-2
163097,-1
163098,4
163099,-7
163100,-3
163101,-1
163102,0
163103,2
163104,-4
163105,1
163106,3
163107,-1
163108,-2
163109,-19
163110,-16
163111,-14
163112,-10
163113,-6
163114,-7
163115,-11
163116,0
163117,0
163118,-3
163119,-3
163120,0
163121,-1
163122,1
163123,-3
163124,3
163125,-2
163126,2
163127,-2
163128,4
163129,-1
163130,7
163131,-5
163132,-4
163133,-18
163134,-8
163135,-3
163136,3
163137,-7
163138,2
163139,-5
163140,3
163141,0
163142,-1
163143,4
163144,1
163145,2
163146,3
163147,-2
163148,3
163149,-1
163150,6
163151,-3
163152,-1
163153,-2
163154,-4
163155,4
163156,-1
163157,1
163158,0
163159,8
163160,6
163161,7
163162,7
163163,5
163164,5
163165,-1
163166,2
163167,-1
163168,-1
163169,-3
163170,-2
163171,3
163172,5
163173,4
163174,8
163175,-1
163176,3
163177,-10
163178,-5
163179,-4
163180,-11
163181,-6
163182,-11
163183,-11
163184,-18
163185,-10
163186,-8
163187,-2
163188,-1
163189,10
163190,7
163191,10
163192,8
163193,4
163194,3
163195,-5
163196,2
163197,1
163198,2
163199,-3
163200,4
163201,6
163202,2
163203,4
163204,-3
163205,-1
163206,1
163207,0
163208,-1
163209,-5
163210,-7
163211,-6
163212,-9
163213,-3
163214,-9
163215,-4
163216,0
163217,-1
163218,4
163219,2
163220,13
163221,3
163222,0
163223,-1
163224,1
163225,-8
163226,-1
163227,-2
163228,1
163229,0
163230,2
163231,-3
163232,-3
163233,5
163234,2
163235,2
163236,0
163237,-1
163238,-5
163239,-5
163240,-16
163241,-6
163242,-2
163243,0
163244,6
163245,-5
163246,0
163247,-9
163248,-2
163249,-3
163250,2
163251,-2
163252,3
163253,-2
163254,-4
163255,-4
163256,0
163257,2
163258,3
163259,6
163260,-2
163261,2
163262,4
163263,4
163264,2
163265,-4
163266,-7
163267,-14
163268,-6
163269,-5
163270,-1
163271,2
163272,-1
163273,1
163274,0
163275,-3
163276,6
163277,0
163278,-3
163279,1
163280,0
163281,-1
163282,4
163283,2
163284,10
163285,6
163286,-1
163287,1
163288,0
163289,1
163290,4
163291,13
163292,16
163293,11
163294,9
163295,-5
163296,-4
163297,-3
163298,-2
163299,2
163300,1
163301,-2
163302,-5
163303,-3
163304,-3
163305,1
163306,-1
163307,-1
163308,1
163309,5
163310,3
163311,11
163312,18
163313,20
163314,24
163315,23
163316,13
163317,0
163318,1
163319,-7
163320,2
163321,7
163322,2
163323,3
163324,-3
163325,-2
163326,-4
163327,-8
163328,-2
163329,-4
163330,-2
163331,3
163332,0
163333,4
163334,-1
163335,1
163336,3
163337,5
163338,0
163339,-8
163340,-7
163341,-10
163342,-13
163343,-14
163344,-9
163345,-10
163346,-6
163347,-3
163348,-4
163349,2
163350,-3
163351,4
163352,-2
163353,-6
163354,-10
163355,-8
163356,-7
163357,1
163358,-4
163359,2
163360,0
163361,1
163362,-1
163363,2
163364,-3
163365,2
163366,-3
163367,1
163368,1
163369,-5
163370,-3
163371,-7
163372,-5
163373,-2
163374,-3
163375,0
163376,1
163377,-4
163378,-1
163379,-3
163380,0
163381,3
163382,7
163383,2
163384,-2
163385,2
163386,-3
163387,1
163388,7
163389,1
163390,4
163391,1
163392,-11
163393,-3
163394,-1
163395,5
163396,7
163397,14
163398,16
163399,8
163400,8
163401,7
163402,4
163403,-1
163404,1
163405,-2
163406,2
163407,4
163408,9
163409,12
163410,9
163411,11
163412,6
163413,4
163414,10
163415,16
163416,12
163417,12
163418,9
163419,4
163420,2
163421,-1
163422,2
163423,3
163424,4
163425,1
163426,3
163427,3
163428,-5
163429,3
163430,-3
163431,-1
163432,-5
163433,-2
163434,2
163435,5
163436,0
163437,3
163438,0
163439,-1
163440,1
163441,0
163442,-4
163443,-4
163444,-4
163445,-2
163446,-5
163447,4
163448,-3
163449,3
163450,2
163451,1
163452,3
163453,-4
163454,1
163455,-9
163456,-1
163457,-4
163458,-4
163459,-2
163460,-9
163461,-14
163462,-17
163463,-18
163464,-7
163465,-12
163466,2
163467,-2
163468,4
163469,0
163470,0
163471,-6
163472,-4
163473,-10
163474,1
163475,4
163476,1
163477,1
163478,-4
163479,-6
163480,-3
163481,1
163482,0
163483,4
163484,-1
163485,1
163486,-2
163487,-9
163488,-7
163489,-3
163490,0
163491,3
163492,-2
163493,2
163494,-7
163495,1
163496,-3
163497,-4
163498,7
163499,-1
163500,2
163501,-2
163502,0
163503,3
163504,-10
163505,-10
163506,-1
163507,3
163508,3
163509,3
163510,3
163511,-4
163512,2
163513,2
163514,7
163515,1
163516,-1
163517,4
163518,3
163519,1
163520,-7
163521,0
163522,2
163523,1
163524,1
163525,3
163526,-6
163527,-2
163528,-2
163529,3
163530,-1
163531,-3
163532,0
163533,4
163534,-4
163535,4
163536,-2
163537,3
163538,-4
163539,1
163540,2
163541,6
163542,0
163543,0
163544,-14
163545,-10
163546,-9
163547,6
163548,17
163549,9
163550,3
163551,6
163552,0
163553,2
163554,2
163555,-5
163556,-7
163557,-5
163558,-3
163559,-1
163560,44
163561,-37
163562,-77
163563,-103
163564,-109
163565,-107
163566,-102
163567,-90
163568,-93
163569,-84
163570,-84
163571,-80
163572,-84
163573,-76
163574,-84
163575,-76
163576,-80
163577,-73
163578,-78
163579,-65
163580,-61
163581,-57
163582,-53
163583,-50
163584,-44
163585,-40
163586,-43
163587,-37
163588,-39
163589,-31
163590,-26
163591,-20
163592,-19
163593,-18
163594,-19
163595,-11
163596,-12
163597,-6
163598,-11
163599,-7
163600,-5
163601,2
163602,-3
163603,7
163604,-4
163605,3
163606,4
163607,-1
163608,1
163609,-3
163610,1
163611,-3
163612,2
163613,3
163614,3
163615,1
163616,-1
163617,3
163618,0
163619,5
163620,0
163621,0
163622,5
163623,-3
163624,1
163625,-7
163626,-8
163627,-6
163628,-8
163629,-13
163630,-10
163631,-6
163632,1
163633,-4
163634,4
163635,0
163636,5
163637,0
163638,-3
163639,-2
163640,-8
163641,2
163642,0
163643,3
163644,4
163645,0
163646,-3
163647,4
163648,-3
163649,-1
163650,-5
163651,1
163652,-2
163653,1
163654,4
163655,9
163656,4
163657,7
163658,2
163659,3
163660,4
163661,1
163662,1
163663,-3
163664,1
163665,-4
163666,5
163667,-4
163668,0
163669,-7
163670,3
163671,1
163672,-1
163673,2
163674,-2
163675,12
163676,4
163677,4
163678,-4
163679,-7
163680,-8
163681,-1
163682,-14
163683,-2
163684,-7
163685,4
163686,-3
163687,5
163688,-1
163689,5
163690,1
163691,3
163692,2
163693,1
163694,-1
163695,-2
163696,1
163697,-2
163698,1
163699,0
163700,3
163701,9
163702,2
163703,0
163704,6
163705,-2
163706,1
163707,-5
163708,1
163709,-5
163710,1
163711,2
163712,-4
163713,4
163714,-1
163715,2
163716,0
163717,0
163718,-1
163719,0
163720,3
163721,3
163722,4
163723,1
163724,0
163725,-4
163726,-10
163727,-8
163728,-6
163729,-9
163730,0
163731,-8
163732,-9
163733,-8
163734,-8
163735,-3
163736,-4
163737,-2
163738,5
163739,1
163740,1
163741,-7
163742,-5
163743,-3
163744,-6
163745,-2
163746,-4
163747,-6
163748,0
163749,-1
163750,-1
163751,1
163752,7
163753,-1
163754,7
163755,-2
163756,-3
163757,-8
163758,-3
163759,0
163760,0
163761,-6
163762,-8
163763,-10
163764,-4
163765,-8
163766,-10
163767,-9
163768,-7
163769,-2
163770,-10
163771,-6
163772,-10
163773,-13
163774,-16
163775,-10
163776,-14
163777,-4
163778,-10
163779,-9
163780,0
163781,-7
163782,-3
163783,-5
163784,-2
163785,-13
163786,-8
163787,-11
163788,-5
163789,-2
163790,0
163791,0
163792,0
163793,-2
163794,-2
163795,6
163796,2
163797,1
163798,2
163799,-4
163800,-4
163801,-5
163802,-7
163803,-11
163804,-2
163805,-1
163806,1
163807,2
163808,-4
163809,0
163810,0
163811,-1
163812,2
163813,-2
163814,-4
163815,0
163816,7
163817,2
163818,3
163819,0
163820,-1
163821,3
163822,2
163823,-2
163824,-2
163825,-2
163826,1
163827,0
163828,-1
163829,6
163830,3
163831,8
163832,2
163833,4
163834,-4
163835,-5
163836,-11
163837,-8
163838,-9
163839,0
163840,0
163841,8
163842,6
163843,6
163844,-2
163845,-3
163846,2
163847,-4
163848,4
163849,-2
163850,6
163851,11
163852,6
163853,-1
163854,1
163855,0
163856,0
163857,-2
163858,7
163859,5
163860,12
163861,4
163862,-3
163863,4
163864,2
163865,-1
163866,6
163867,-5
163868,12
163869,10
163870,9
163871,9
163872,12
163873,14
163874,9
163875,11
163876,4
163877,3
163878,-1
163879,-1
163880,3
163881,1
163882,1
163883,1
163884,0
163885,0
163886,5
163887,-1
163888,2
163889,-2
163890,0
163891,-1
163892,7
163893,7
163894,6
163895,2
163896,-5
163897,-2
163898,-3
163899,5
163900,1
163901,4
163902,9
163903,-3
163904,2
163905,-3
163906,2
163907,-2
163908,0
163909,0
163910,2
163911,4
163912,1
163913,12
163914,8
163915,7
163916,10
163917,2
163918,5
163919,-5
163920,-4
163921,-2
163922,-7
163923,2
163924,2
163925,3
163926,1
163927,1
163928,1
163929,-1
163930,3
163931,1
163932,5
163933,-2
163934,5
163935,-1
163936,4
163937,-5
163938,1
163939,-2
163940,5
163941,0
163942,3
163943,-1
163944,5
163945,1
163946,-1
163947,4
163948,-2
163949,7
163950,1
163951,1
163952,-1
163953,-1
163954,1
163955,0
163956,3
163957,-1
163958,1
163959,0
163960,4
163961,1
163962,1
163963,-5
163964,-4
163965,3
163966,-5
163967,0
163968,-5
163969,2
163970,-1
163971,5
163972,7
163973,11
163974,8
163975,4
163976,-3
163977,5
163978,2
163979,2
163980,0
163981,4
163982,-7
163983,7
163984,-5
163985,5
163986,-3
163987,5
163988,-4
163989,-3
163990,-3
163991,-7
163992,-2
163993,0
163994,4
163995,-1
163996,0
163997,-2
163998,-1
163999,1
164000,2
164001,-3
164002,-8
164003,-10
164004,-4
164005,-8
164006,-4
164007,-3
164008,-4
164009,-4
164010,1
164011,-1
164012,2
164013,-2
164014,1
164015,3
164016,0
164017,-6
164018,-8
164019,-9
164020,-4
164021,0
164022,-11
164023,0
164024,-4
164025,1
164026,-2
164027,-1
164028,-1
164029,-3
164030,1
164031,-4
164032,0
164033,0
164034,1
164035,-5
164036,-5
164037,-7
164038,-17
164039,-9
164040,-6
164041,-10
164042,-10
164043,-10
164044,-7
164045,0
164046,-1
164047,1
164048,2
164049,2
164050,-7
164051,1
164052,-1
164053,-10
164054,-9
164055,-13
164056,-10
164057,-8
164058,-9
164059,-4
164060,1
164061,-6
164062,-2
164063,-12
164064,-4
164065,-3
164066,4
164067,2
164068,0
164069,5
164070,0
164071,-1
164072,0
164073,4
164074,2
164075,-3
164076,-9
164077,-2
164078,-5
164079,0
164080,2
164081,3
164082,-1
164083,1
164084,-2
164085,-2
164086,0
164087,-3
164088,2
164089,1
164090,9
164091,3
164092,-2
164093,-1
164094,0
164095,-1
164096,-3
164097,-2
164098,4
164099,7
164100,9
164101,9
164102,3
164103,3
164104,1
164105,4
164106,5
164107,-2
164108,2
164109,1
164110,0
164111,-2
164112,-3
164113,6
164114,3
164115,3
164116,5
164117,7
164118,8
164119,5
164120,1
164121,6
164122,2
164123,6
164124,0
164125,-2
164126,-4
164127,2
164128,-7
164129,3
164130,4
164131,12
164132,8
164133,12
164134,8
164135,10
164136,10
164137,5
164138,10
164139,3
164140,11
164141,0
164142,7
164143,1
164144,0
164145,5
164146,2
164147,1
164148,-3
164149,-3
164150,4
164151,6
164152,7
164153,5
164154,2
164155,-11
164156,1
164157,0
164158,11
164159,2
164160,-4
164161,-1
164162,4
164163,15
164164,13
164165,12
164166,8
164167,6
164168,3
164169,-3
164170,-3
164171,4
164172,5
164173,0
164174,6
164175,1
164176,-3
164177,4
164178,1
164179,6
164180,1
164181,-6
164182,1
164183,-2
164184,4
164185,0
164186,-1
164187,-4
164188,-4
164189,-4
164190,-4
164191,0
164192,0
164193,-1
164194,-6
164195,-3
164196,-2
164197,2
164198,3
164199,0
164200,-1
164201,0
164202,-2
164203,-6
164204,-4
164205,-4
164206,-1
164207,-2
164208,-3
164209,0
164210,-4
164211,-5
164212,-7
164213,0
164214,3
164215,2
164216,0
164217,-1
164218,1
164219,-1
164220,0
164221,-5
164222,0
164223,1
164224,-3
164225,4
164226,7
164227,0
164228,0
164229,-2
164230,-5
164231,-1
164232,-4
164233,1
164234,-2
164235,0
164236,3
164237,0
164238,0
164239,0
164240,-6
164241,-6
164242,-3
164243,-1
164244,-2
164245,5
164246,-5
164247,0
164248,-3
164249,4
164250,6
164251,8
164252,4
164253,3
164254,4
164255,1
164256,-4
164257,-3
164258,-3
164259,0
164260,4
164261,0
164262,0
164263,-1
164264,3
164265,4
164266,3
164267,0
164268,-1
164269,1
164270,-2
164271,11
164272,1
164273,6
164274,-1
164275,-5
164276,3
164277,-2
164278,8
164279,-4
164280,-3
164281,-5
164282,-1
164283,6
164284,4
164285,9
164286,3
164287,7
164288,-2
164289,0
164290,-4
164291,-1
164292,-1
164293,-5
164294,2
164295,-2
164296,-1
164297,-6
164298,-8
164299,-1
164300,2
164301,-3
164302,3
164303,-3
164304,1
164305,-4
164306,-1
164307,2
164308,-2
164309,4
164310,-2
164311,10
164312,-5
164313,5
164314,-2
164315,-4
164316,-2
164317,-3
164318,4
164319,5
164320,1
164321,1
164322,-1
164323,1
164324,1
164325,5
164326,-6
164327,1
164328,0
164329,3
164330,-2
164331,-2
164332,-4
164333,-3
164334,2
164335,-3
164336,-1
164337,-2
164338,-1
164339,2
164340,-1
164341,3
164342,6
164343,7
164344,1
164345,-1
164346,-5
164347,3
164348,-3
164349,5
164350,0
164351,-5
164352,1
164353,-4
164354,1
164355,-8
164356,-13
164357,-17
164358,-19
164359,-13
164360,-19
164361,-12
164362,-13
164363,-12
164364,-7
164365,-8
164366,-9
164367,-6
164368,-8
164369,1
164370,-9
164371,-7
164372,-5
164373,-2
164374,-7
164375,-8
164376,-4
164377,-2
164378,-4
164379,0
164380,-1
164381,2
164382,2
164383,-1
164384,-2
164385,-1
164386,1
164387,7
164388,3
164389,1
164390,-1
164391,1
164392,-5
164393,-3
164394,-4
164395,-7
164396,-2
164397,-1
164398,-4
164399,-6
164400,-1
164401,-1
164402,2
164403,4
164404,-4
164405,1
164406,10
164407,0
164408,2
164409,-5
164410,0
164411,6
164412,1
164413,6
164414,1
164415,0
164416,1
164417,-4
164418,4
164419,-5
164420,-2
164421,-1
164422,6
164423,3
164424,3
164425,-4
164426,-1
164427,-6
164428,9
164429,3
164430,-1
164431,0
164432,5
164433,5
164434,8
164435,5
164436,7
164437,1
164438,-1
164439,4
164440,1
164441,10
164442,-2
164443,-3
164444,0
164445,4
164446,10
164447,8
164448,9
164449,5
164450,5
164451,3
164452,3
164453,11
164454,9
164455,10
164456,10
164457,12
164458,12
164459,14
164460,12
164461,12
164462,5
164463,4
164464,-3
164465,-1
164466,-3
164467,4
164468,2
164469,10
164470,2
164471,8
164472,4
164473,7
164474,4
164475,4
164476,5
164477,0
164478,3
164479,5
164480,-1
164481,-2
164482,4
164483,-3
164484,3
164485,-2
164486,3
164487,1
164488,5
164489,3
164490,0
164491,1
164492,-2
164493,0
164494,4
164495,5
164496,-2
164497,-2
164498,-19
164499,-12
164500,-15
164501,-9
164502,-7
164503,-4
164504,-6
164505,-4
164506,3
164507,-4
164508,14
164509,6
164510,7
164511,6
164512,9
164513,1
164514,-2
164515,-1
164516,-2
164517,4
164518,-3
164519,3
164520,2
164521,6
164522,5
164523,5
164524,-3
164525,2
164526,1
164527,2
164528,-3
164529,1
164530,0
164531,7
164532,-2
164533,-4
164534,3
164535,4
164536,-3
164537,1
164538,-7
164539,-4
164540,-11
164541,-1
164542,-5
164543,5
164544,2
164545,-1
164546,1
164547,-2
164548,1
164549,-3
164550,5
164551,-4
164552,0
164553,-4
164554,1
164555,1
164556,-2
164557,1
164558,-4
164559,1
164560,0
164561,3
164562,-3
164563,3
164564,-5
164565,-1
164566,-2
164567,1
164568,1
164569,-3
164570,-1
164571,1
164572,4
164573,1
164574,-6
164575,4
164576,1
164577,3
164578,-2
164579,3
164580,-3
164581,-1
164582,-12
164583,-7
164584,-3
164585,-4
164586,-3
164587,-4
164588,-7
164589,-4
164590,-5
164591,-4
164592,-11
164593,0
164594,0
164595,5
164596,-1
164597,1
164598,-6
164599,-3
164600,-8
164601,-8
164602,-10
164603,-10
164604,-1
164605,-4
164606,8
164607,4
164608,13
164609,5
164610,10
164611,5
164612,4
164613,1
164614,-5
164615,-1
164616,0
164617,1
164618,-6
164619,3
164620,0
164621,5
164622,1
164623,4
164624,-1
164625,-2
164626,-1
164627,1
164628,3
164629,-1
164630,1
164631,2
164632,-1
164633,-7
164634,-11
164635,-2
164636,-3
164637,5
164638,0
164639,11
164640,4
164641,3
164642,3
164643,-1
164644,-3
164645,0
164646,2
164647,0
164648,-6
164649,-12
164650,-7
164651,-5
164652,-3
164653,-2
164654,0
164655,0
164656,4
164657,1
164658,-2
164659,-3
164660,0
164661,4
164662,8
164663,1
164664,12
164665,0
164666,1
164667,-7
164668,-5
164669,0
164670,3
164671,-3
164672,2
164673,0
164674,1
164675,0
164676,-4
164677,-7
164678,-4
164679,-1
164680,5
164681,1
164682,10
164683,2
164684,4
164685,-2
164686,-3
164687,-2
164688,3
164689,2
164690,2
164691,-2
164692,2
164693,-1
164694,-3
164695,-3
164696,1
164697,0
164698,-2
164699,6
164700,-3
164701,5
164702,-2
164703,-1
164704,1
164705,-1
164706,-1
164707,-1
164708,1
164709,-2
164710,-1
164711,-6
164712,9
164713,0
164714,2
164715,0
164716,-2
164717,-7
164718,-9
164719,-8
164720,-11
164721,-2
164722,-3
164723,4
164724,-3
164725,6
164726,-1
164727,0
164728,-1
164729,1
164730,11
164731,3
164732,10
164733,6
164734,16
164735,0
164736,6
164737,2
164738,3
164739,-6
164740,1
164741,-1
164742,2
164743,1
164744,2
164745,-1
164746,1
164747,1
164748,6
164749,6
164750,3
164751,1
164752,-1
164753,5
164754,0
164755,2
164756,-1
164757,2
164758,-1
164759,1
164760,-5
164761,-5
164762,-3
164763,0
164764,-1
164765,4
164766,5
164767,6
164768,6
164769,8
164770,4
164771,5
164772,3
164773,1
164774,0
164775,0
164776,1
164777,-4
164778,-3
164779,-3
164780,0
164781,11
164782,11
164783,10
164784,8
164785,2
164786,-1
164787,1
164788,3
164789,3
164790,1
164791,3
164792,-9
164793,-3
164794,-7
164795,-6
164796,-6
164797,-10
164798,-6
164799,-2
164800,-4
164801,3
164802,-5
164803,0
164804,5
164805,1
164806,-1
164807,3
164808,-7
164809,-4
