,M
24027,499
24028,272
24029,154
24030,133
24031,260
24032,357
24033,286
24034,209
24035,292
24036,550
24037,760
24038,762
24039,776
24040,991
24041,1100
24042,1058
24043,1051
24044,1060
24045,1019
24046,1106
24047,1119
24048,839
24049,679
24050,597
24051,466
24052,206
24053,-62
24054,-319
24055,-456
24056,-404
24057,-501
24058,-627
24059,-707
24060,-767
24061,-651
24062,-452
24063,-386
24064,-402
24065,-403
24066,-299
24067,-189
24068,-449
24069,-757
24070,-855
24071,-860
24072,-800
24073,-780
24074,-668
24075,-670
24076,-719
24077,-613
24078,-491
24079,-342
24080,-228
24081,-367
24082,-428
24083,-542
24084,-565
24085,-546
24086,-680
24087,-734
24088,-842
24089,-881
24090,-920
24091,-895
24092,-789
24093,-852
24094,-715
24095,-565
24096,-638
24097,-649
24098,-606
24099,-494
24100,-499
24101,-683
24102,-683
24103,-502
24104,-524
24105,-528
24106,-388
24107,-394
24108,-529
24109,-577
24110,-559
24111,-612
24112,-701
24113,-740
24114,-632
24115,-562
24116,-533
24117,-410
24118,-295
24119,-183
24120,-199
24121,-134
24122,-3
24123,-60
24124,-32
24125,-36
24126,70
24127,179
24128,65
24129,-30
24130,-142
24131,-169
24132,-234
24133,-445
24134,-530
24135,-647
24136,-677
24137,-638
24138,-630
24139,-661
24140,-638
24141,-529
24142,-372
24143,-412
24144,-472
24145,-382
24146,-295
24147,-54
24148,50
24149,-64
24150,27
24151,111
24152,159
24153,82
24154,134
24155,173
24156,176
24157,82
24158,-220
24159,-212
24160,-91
24161,-150
24162,-140
24163,-194
24164,-66
24165,92
24166,103
24167,164
24168,208
24169,201
24170,234
24171,302
24172,273
24173,133
24174,-3
24175,-120
24176,-121
24177,-65
24178,-77
24179,33
24180,9
24181,-57
24182,-10
24183,-97
24184,-92
24185,-101
24186,-52
24187,-34
24188,-272
24189,-258
24190,-142
24191,101
24192,229
24193,180
24194,390
24195,523
24196,512
24197,433
24198,445
24199,603
24200,566
24201,580
24202,566
24203,404
24204,381
24205,236
24206,165
24207,171
24208,-9
24209,44
24210,155
24211,47
24212,114
24213,68
24214,21
24215,14
24216,-129
24217,-88
24218,-75
24219,139
24220,495
24221,536
24222,560
24223,697
24224,803
24225,693
24226,639
24227,654
24228,561
24229,397
24230,344
24231,306
24232,205
24233,318
24234,395
24235,243
24236,254
24237,467
24238,473
24239,430
24240,395
24241,249
24242,222
24243,145
24244,84
24245,56
24246,44
24247,102
24248,46
24249,35
24250,103
24251,68
24252,-62
24253,-85
24254,-15
24255,-151
24256,-220
24257,-362
24258,-524
24259,-538
24260,-696
24261,-811
24262,-769
24263,-788
24264,-681
24265,-585
24266,-580
24267,-455
24268,-524
24269,-419
24270,-163
24271,-186
24272,-167
24273,-237
24274,-340
24275,-171
24276,-17
24277,-62
24278,-195
24279,-270
24280,-193
24281,-47
24282,-109
24283,-269
24284,-323
24285,-339
24286,-183
24287,-131
24288,-277
24289,-194
24290,-212
24291,-262
24292,-189
24293,-242
24294,-217
24295,-28
24296,-1
24297,-34
24298,-212
24299,-415
24300,-349
24301,-334
24302,-385
24303,-447
24304,-641
24305,-760
24306,-737
24307,-827
24308,-982
24309,-1018
24310,-996
24311,-888
24312,-921
24313,-1074
24314,-1109
24315,-1240
24316,-1261
24317,-1043
24318,-855
24319,-648
24320,-560
24321,-633
24322,-625
24323,-458
24324,-268
24325,-174
24326,-75
24327,-94
24328,-133
24329,-26
24330,1
24331,68
24332,91
24333,-26
24334,26
24335,81
24336,-28
24337,8
24338,-51
24339,-77
24340,-11
24341,142
24342,242
24343,235
24344,236
24345,137
24346,119
24347,113
24348,143
24349,291
24350,300
24351,194
24352,243
24353,259
24354,354
24355,453
24356,416
24357,403
24358,254
24359,147
24360,267
24361,405
24362,519
24363,499
24364,430
24365,338
24366,378
24367,378
24368,343
24369,326
24370,325
24371,466
24372,492
24373,363
24374,325
24375,287
24376,282
24377,506
24378,475
24379,312
24380,198
24381,105
24382,177
24383,261
24384,388
24385,418
24386,286
24387,148
24388,61
24389,100
24390,-30
24391,-257
24392,-335
24393,-387
24394,-252
24395,-136
24396,-78
24397,-71
24398,-377
24399,-477
24400,-431
24401,-541
24402,-541
24403,-610
24404,-643
24405,-662
24406,-561
24407,-535
24408,-697
24409,-529
24410,-493
24411,-479
24412,-332
24413,-303
24414,-310
24415,-430
24416,-514
24417,-417
24418,-408
24419,-394
24420,-452
24421,-639
24422,-699
24423,-655
24424,-409
24425,-54
24426,133
24427,190
24428,239
24429,438
24430,732
24431,889
24432,867
24433,641
24434,524
24435,585
24436,699
24437,799
24438,692
24439,659
24440,527
24441,436
24442,355
24443,148
24444,175
24445,265
24446,116
24447,82
24448,73
24449,-61
24450,-84
24451,-103
24452,-210
24453,-356
24454,-462
24455,-666
24456,-958
24457,-1056
24458,-974
24459,-830
24460,-861
24461,-928
24462,-833
24463,-681
24464,-569
24465,-560
24466,-519
24467,-463
24468,-509
24469,-392
24470,-294
24471,-290
24472,-309
24473,-464
24474,-542
24475,-483
24476,-487
24477,-522
24478,-524
24479,-436
24480,-299
24481,-221
24482,-209
24483,-192
24484,-12
24485,183
24486,314
24487,465
24488,446
24489,509
24490,619
24491,752
24492,989
24493,924
24494,782
24495,710
24496,634
24497,654
24498,670
24499,596
24500,655
24501,711
24502,574
24503,359
24504,301
24505,110
24506,-61
24507,-1
24508,-92
24509,-225
24510,-277
24511,-319
24512,-314
24513,-245
24514,-215
24515,-267
24516,-437
24517,-505
24518,-567
24519,-362
24520,22
24521,-128
24522,-1198
24523,-2213
24524,-2810
24525,-3234
24526,-3346
24527,-2868
24528,-1799
24529,-415
24530,1054
24531,2373
24532,3118
24533,3391
24534,3376
24535,2958
24536,2283
24537,1357
24538,135
24539,-935
24540,-1626
24541,-2045
24542,-2091
24543,-2005
24544,-1791
24545,-1454
24546,-1175
24547,-1005
24548,-725
24549,-474
24550,-184
24551,145
24552,612
24553,984
24554,1367
24555,1661
24556,1768
24557,1925
24558,1966
24559,1871
24560,1551
24561,1182
24562,793
24563,393
24564,98
24565,-21
24566,-148
24567,-150
24568,-293
24569,-318
24570,-153
24571,-131
24572,79
24573,193
24574,377
24575,589
24576,528
24577,479
24578,378
24579,312
24580,356
24581,427
24582,403
24583,287
24584,243
24585,255
24586,283
24587,234
24588,54
24589,148
24590,218
24591,190
24592,218
24593,63
24594,99
24595,171
24596,288
24597,447
24598,474
24599,558
24600,629
24601,723
24602,907
24603,862
24604,722
24605,598
24606,524
24607,395
24608,190
24609,198
24610,98
24611,-112
24612,-277
24613,-331
24614,-190
24615,-195
24616,-282
24617,-355
24618,-445
24619,-375
24620,-138
24621,114
24622,154
24623,-13
24624,-54
24625,-20
24626,88
24627,222
24628,189
24629,131
24630,241
24631,290
24632,306
24633,272
24634,98
24635,7
24636,-116
24637,-182
24638,-278
24639,-234
24640,-92
24641,-203
24642,-203
24643,-205
24644,-143
24645,-2
24646,-76
24647,-143
24648,-296
24649,-231
24650,-52
24651,56
24652,33
24653,-77
24654,-165
24655,-137
24656,11
24657,-63
24658,-387
24659,-511
24660,-473
24661,-203
24662,147
24663,286
24664,167
24665,-195
24666,-280
24667,-180
24668,-35
24669,-127
24670,-327
24671,-396
24672,-310
24673,-59
24674,270
24675,337
24676,160
24677,167
24678,266
24679,449
24680,628
24681,538
24682,417
24683,443
24684,637
24685,782
24686,809
24687,762
24688,682
24689,592
24690,555
24691,672
24692,702
24693,491
24694,359
24695,315
24696,322
24697,397
24698,165
24699,19
24700,-86
24701,-282
24702,-334
24703,-346
24704,-491
24705,-623
24706,-672
24707,-551
24708,-442
24709,-484
24710,-606
24711,-555
24712,-460
24713,-592
24714,-707
24715,-711
24716,-722
24717,-759
24718,-957
24719,-1132
24720,-1247
24721,-1486
24722,-1498
24723,-1611
24724,-1778
24725,-1669
24726,-1594
24727,-1564
24728,-1589
24729,-1409
24730,-1253
24731,-1004
24732,-904
24733,-1083
24734,-935
24735,-787
24736,-738
24737,-533
24738,-599
24739,-722
24740,-728
24741,-559
24742,-471
24743,-533
24744,-355
24745,-302
24746,-191
24747,-68
24748,-193
24749,-287
24750,-151
24751,-33
24752,-126
24753,-115
24754,-114
24755,-140
24756,-2
24757,173
24758,383
24759,532
24760,667
24761,942
24762,1153
24763,1197
24764,1245
24765,1195
24766,1142
24767,1175
24768,1059
24769,818
24770,578
24771,360
24772,328
24773,323
24774,280
24775,272
24776,310
24777,360
24778,381
24779,441
24780,481
24781,564
24782,612
24783,554
24784,615
24785,677
24786,709
24787,823
24788,668
24789,497
24790,373
24791,281
24792,341
24793,369
24794,378
24795,296
24796,52
24797,-80
24798,-80
24799,-226
24800,-388
24801,-646
24802,-779
24803,-816
24804,-899
24805,-826
24806,-798
24807,-814
24808,-771
24809,-686
24810,-546
24811,-546
24812,-604
24813,-611
24814,-508
24815,-495
24816,-567
24817,-659
24818,-784
24819,-721
24820,-769
24821,-811
24822,-716
24823,-709
24824,-584
24825,-542
24826,-458
24827,-209
24828,104
24829,490
24830,566
24831,425
24832,371
24833,375
24834,480
24835,643
24836,702
24837,650
24838,622
24839,812
24840,945
24841,1038
24842,1104
24843,1118
24844,1092
24845,994
24846,888
24847,823
24848,759
24849,753
24850,619
24851,360
24852,239
24853,163
24854,119
24855,31
24856,-204
24857,-301
24858,-306
24859,-450
24860,-534
24861,-544
24862,-656
24863,-754
24864,-705
24865,-592
24866,-500
24867,-251
24868,-62
24869,16
24870,132
24871,383
24872,452
24873,536
24874,715
24875,749
24876,784
24877,907
24878,998
24879,984
24880,1013
24881,927
24882,942
24883,1030
24884,783
24885,748
24886,747
24887,675
24888,807
24889,986
24890,923
24891,740
24892,641
24893,632
24894,687
24895,648
24896,420
24897,175
24898,-64
24899,-112
24900,-62
24901,-216
24902,-350
24903,-557
24904,-576
24905,-359
24906,-240
24907,-207
24908,-518
24909,-740
24910,-768
24911,-864
24912,-878
24913,-1047
24914,-1181
24915,-1270
24916,-1229
24917,-1089
24918,-1039
24919,-1022
24920,-1117
24921,-1337
24922,-1480
24923,-1536
24924,-1560
24925,-1587
24926,-1511
24927,-1565
24928,-1539
24929,-1354
24930,-1292
24931,-1109
24932,-1132
24933,-1388
24934,-1367
24935,-1262
24936,-1236
24937,-1167
24938,-1203
24939,-1363
24940,-1285
24941,-1174
24942,-1166
24943,-1122
24944,-1037
24945,-828
24946,-726
24947,-618
24948,-521
24949,-561
24950,-571
24951,-518
24952,-464
24953,-381
24954,-324
24955,-443
24956,-592
24957,-590
24958,-569
24959,-642
24960,-689
24961,-763
24962,-785
24963,-706
24964,-594
24965,-495
24966,-512
24967,-461
24968,-434
24969,-366
24970,-124
24971,-29
24972,-83
24973,-246
24974,-308
24975,-207
24976,-217
24977,-304
24978,-238
24979,-68
24980,190
24981,458
24982,568
24983,650
24984,828
24985,873
24986,825
24987,923
24988,930
24989,818
24990,838
24991,817
24992,754
24993,788
24994,951
24995,1091
24996,1002
24997,892
24998,928
24999,1064
25000,1206
25001,1328
25002,1255
25003,1151
25004,1307
25005,1311
25006,1176
25007,1212
25008,1136
25009,1130
25010,1251
25011,1137
25012,1059
25013,1060
25014,1040
25015,1003
25016,907
25017,811
25018,727
25019,742
25020,665
25021,564
25022,737
25023,840
25024,867
25025,898
25026,822
25027,729
25028,667
25029,702
25030,728
25031,630
25032,384
25033,272
25034,222
25035,117
25036,87
25037,19
25038,-181
25039,-240
25040,-259
25041,-176
25042,-37
25043,-77
25044,-71
25045,-127
25046,-70
25047,26
25048,-56
25049,-6
25050,13
25051,81
25052,260
25053,237
25054,265
25055,282
25056,305
25057,398
25058,311
25059,364
25060,399
25061,268
25062,152
25063,-80
25064,-189
25065,-195
25066,-267
25067,-251
25068,-345
25069,-434
25070,-191
25071,22
25072,26
25073,-121
25074,-338
25075,-345
25076,-298
25077,-279
25078,-396
25079,-426
25080,-658
25081,-811
25082,-721
25083,-724
25084,-713
25085,-754
25086,-831
25087,-889
25088,-724
25089,-441
25090,-269
25091,-258
25092,-245
25093,-227
25094,-101
25095,71
25096,-9
25097,-194
25098,-132
25099,60
25100,136
25101,137
25102,200
25103,194
25104,149
25105,82
25106,-27
25107,-107
25108,-155
25109,-221
25110,-395
25111,-478
25112,-676
25113,-920
25114,-999
25115,-1061
25116,-1135
25117,-1135
25118,-1023
25119,-880
25120,-930
25121,-1055
25122,-980
25123,-961
25124,-752
25125,-581
25126,-753
25127,-704
25128,-650
25129,-702
25130,-551
25131,-492
25132,-536
25133,-609
25134,-626
25135,-477
25136,-225
25137,-145
25138,-55
25139,1
25140,-1
25141,-13
25142,-39
25143,-45
25144,3
25145,-73
25146,-216
25147,-122
25148,-123
25149,3
25150,169
25151,143
25152,239
25153,302
25154,309
25155,391
25156,72
25157,-202
25158,-111
25159,-143
25160,-180
25161,-156
25162,-227
25163,-189
25164,-46
25165,53
25166,189
25167,56
25168,-97
25169,-201
25170,-91
25171,354
25172,342
25173,27
25174,141
25175,209
25176,152
25177,208
25178,119
25179,156
25180,230
25181,43
25182,49
25183,174
25184,267
25185,240
25186,151
25187,185
25188,219
25189,211
25190,226
25191,157
25192,171
25193,263
25194,351
25195,390
25196,680
25197,965
25198,899
25199,877
25200,890
25201,985
25202,1073
25203,1178
25204,1217
25205,1108
25206,1059
25207,1103
25208,1072
25209,915
25210,704
25211,590
25212,720
25213,754
25214,987
25215,1014
25216,616
25217,438
25218,385
25219,335
25220,291
25221,113
25222,-91
25223,-97
25224,21
25225,-147
25226,-305
25227,-185
25228,-272
25229,-241
25230,-166
25231,-287
25232,-310
25233,-226
25234,-150
25235,-14
25236,110
25237,305
25238,478
25239,719
25240,899
25241,988
25242,1120
25243,1219
25244,1405
25245,1515
25246,1455
25247,1545
25248,1719
25249,1841
25250,1906
25251,1797
25252,1669
25253,1675
25254,1886
25255,1860
25256,1792
25257,1793
25258,1609
25259,1606
25260,1604
25261,1270
25262,947
25263,864
25264,664
25265,487
25266,342
25267,-35
25268,-187
25269,-302
25270,-494
25271,-530
25272,-612
25273,-799
25274,-878
25275,-1053
25276,-1238
25277,-1381
25278,-1366
25279,-1375
25280,-1461
25281,-1416
25282,-1573
25283,-1674
25284,-1647
25285,-1565
25286,-1452
25287,-1422
25288,-1375
25289,-1282
25290,-1213
25291,-1362
25292,-1494
25293,-1585
25294,-1647
25295,-1598
25296,-1546
25297,-1589
25298,-1701
25299,-1732
25300,-1548
25301,-1238
25302,-1151
25303,-1082
25304,-934
25305,-817
25306,-651
25307,-542
25308,-523
25309,-606
25310,-608
25311,-594
25312,-719
25313,-821
25314,-915
25315,-1113
25316,-1206
25317,-1238
25318,-1144
25319,-963
25320,-953
25321,-1063
25322,-1159
25323,-932
25324,-545
25325,-353
25326,-288
25327,-444
25328,-746
25329,-743
25330,-654
25331,-487
25332,-496
25333,-827
25334,-834
25335,-612
25336,-532
25337,-498
25338,-664
25339,-669
25340,-461
25341,-368
25342,-305
25343,-348
25344,-276
25345,-346
25346,-521
25347,-481
25348,-430
25349,-257
25350,-165
25351,-326
25352,-297
25353,-256
25354,-185
25355,115
25356,192
25357,218
25358,212
25359,311
25360,599
25361,697
25362,765
25363,986
25364,1123
25365,1337
25366,1610
25367,1480
25368,1256
25369,1304
25370,1533
25371,1708
25372,1725
25373,1624
25374,1568
25375,1570
25376,1544
25377,1470
25378,1345
25379,1372
25380,1340
25381,1017
25382,918
25383,968
25384,907
25385,866
25386,724
25387,380
25388,148
25389,167
25390,251
25391,385
25392,390
25393,151
25394,275
25395,429
25396,367
25397,328
25398,9
25399,-318
25400,-376
25401,-364
25402,-383
25403,-401
25404,-482
25405,-598
25406,-619
25407,-512
25408,-616
25409,-722
25410,-746
25411,-717
25412,-571
25413,-558
25414,-732
25415,-816
25416,-793
25417,-819
25418,-873
25419,-930
25420,-1153
25421,-1042
25422,-758
25423,-647
25424,-397
25425,-186
25426,-30
25427,130
25428,255
25429,440
25430,704
25431,799
25432,643
25433,440
25434,457
25435,320
25436,186
25437,98
25438,-194
25439,-223
25440,-193
25441,-326
25442,-383
25443,-568
25444,-608
25445,-581
25446,-572
25447,-499
25448,-600
25449,-581
25450,-495
25451,-565
25452,-542
25453,-586
25454,-646
25455,-561
25456,-597
25457,-841
25458,-873
25459,-924
25460,-1012
25461,-950
25462,-910
25463,-942
25464,-856
25465,-601
25466,-519
25467,-477
25468,-325
25469,-293
25470,-113
25471,-3
25472,-149
25473,-199
25474,-398
25475,-546
25476,-501
25477,-381
25478,-326
25479,-371
25480,-392
25481,-412
25482,-257
25483,-63
25484,-93
25485,-166
25486,-283
25487,-294
25488,-298
25489,-403
25490,-386
25491,-117
25492,-149
25493,-308
25494,-86
25495,-78
25496,-86
25497,-9
25498,11
25499,52
25500,159
25501,268
25502,290
25503,204
25504,247
25505,200
25506,99
25507,178
25508,-9
25509,-6
25510,77
25511,-166
25512,-230
25513,-275
25514,-279
25515,-163
25516,-71
25517,-3
25518,3
25519,241
25520,422
25521,465
25522,483
25523,383
25524,445
25525,494
25526,396
25527,251
25528,207
25529,428
25530,601
25531,744
25532,780
25533,744
25534,888
25535,777
25536,735
25537,729
25538,598
25539,669
25540,656
25541,641
25542,774
25543,769
25544,775
25545,588
25546,568
25547,755
25548,733
25549,837
25550,864
25551,802
25552,879
25553,821
25554,889
25555,956
25556,859
25557,761
25558,663
25559,772
25560,852
25561,841
25562,885
25563,869
25564,876
25565,756
25566,766
25567,869
25568,847
25569,845
25570,823
25571,717
25572,753
25573,777
25574,678
25575,684
25576,641
25577,623
25578,702
25579,742
25580,700
25581,499
25582,376
25583,351
25584,529
25585,701
25586,466
25587,383
25588,300
25589,119
25590,230
25591,197
25592,30
25593,131
25594,267
25595,236
25596,215
25597,-15
25598,-318
25599,-316
25600,-311
25601,-590
25602,-704
25603,-607
25604,-673
25605,-689
25606,-572
25607,-418
25608,-240
25609,-305
25610,-331
25611,-218
25612,-240
25613,-110
25614,101
25615,134
25616,-72
25617,-183
25618,-159
25619,-118
25620,-53
25621,1
25622,-14
25623,8
25624,150
25625,61
25626,93
25627,245
25628,328
25629,554
25630,598
25631,556
25632,566
25633,590
25634,687
25635,859
25636,814
25637,689
25638,484
25639,340
25640,424
25641,506
25642,529
25643,360
25644,282
25645,305
25646,208
25647,58
25648,-264
25649,-352
25650,-419
25651,-395
25652,-309
25653,-308
25654,-287
25655,-374
25656,-532
25657,-597
25658,-424
25659,-298
25660,-210
25661,-238
25662,-198
25663,-305
25664,-400
25665,-256
25666,-122
25667,4
25668,-76
25669,-184
25670,-229
25671,-202
25672,-85
25673,-85
25674,-146
25675,-401
25676,-661
25677,-792
25678,-872
25679,-894
25680,-996
25681,-1163
25682,-1024
25683,-888
25684,-647
25685,-585
25686,-826
25687,-925
25688,-909
25689,-901
25690,-817
25691,-942
25692,-1178
25693,-1055
25694,-849
25695,-776
25696,-703
25697,-707
25698,-748
25699,-790
25700,-903
25701,-998
25702,-1144
25703,-1415
25704,-1429
25705,-1242
25706,-1081
25707,-918
25708,-811
25709,-720
25710,-605
25711,-525
25712,-440
25713,-590
25714,-634
25715,-579
25716,-603
25717,-485
25718,-551
25719,-632
25720,-747
25721,-911
25722,-796
25723,-894
25724,-1037
25725,-1133
25726,-1309
25727,-1164
25728,-1032
25729,-958
25730,-709
25731,-677
25732,-696
25733,-658
25734,-637
25735,-661
25736,-718
25737,-607
25738,-447
25739,-301
25740,-116
25741,91
25742,435
25743,798
25744,1118
25745,1631
25746,2176
25747,2482
25748,2856
25749,3266
25750,3443
25751,3389
25752,3427
25753,3546
25754,3510
25755,3236
25756,2804
25757,2424
25758,2167
25759,1926
25760,1557
25761,1043
25762,736
25763,298
25764,-95
25765,-369
25766,-874
25767,-1351
25768,-1666
25769,-1884
25770,-2168
25771,-2574
25772,-3190
25773,-3637
25774,-3915
25775,-4012
25776,-4049
25777,-4343
25778,-4724
25779,-4897
25780,-4921
25781,-4698
25782,-4697
25783,-4857
25784,-4676
25785,-4478
25786,-4249
25787,-4045
25788,-3897
25789,-3636
25790,-3384
25791,-3082
25792,-2974
25793,-3003
25794,-2848
25795,-2617
25796,-2188
25797,-1736
25798,-1351
25799,-881
25800,-340
25801,312
25802,776
25803,1105
25804,1397
25805,1486
25806,1698
25807,2096
25808,2348
25809,2686
25810,2896
25811,2980
25812,3261
25813,3571
25814,4232
25815,4989
25816,5295
25817,5459
25818,5636
25819,6082
25820,6674
25821,7010
25822,7236
25823,7153
25824,7029
25825,7016
25826,6614
25827,6079
25828,5346
25829,4829
25830,4658
25831,4421
25832,3995
25833,3197
25834,2218
25835,1573
25836,974
25837,241
25838,-567
25839,-1332
25840,-1841
25841,-2204
25842,-2826
25843,-3597
25844,-4184
25845,-4528
25846,-4704
25847,-4826
25848,-5111
25849,-5461
25850,-5742
25851,-5605
25852,-5214
25853,-5062
25854,-4610
25855,-4234
25856,-3907
25857,-3639
25858,-3713
25859,-3627
25860,-3553
25861,-3345
25862,-2954
25863,-2667
25864,-2393
25865,-2127
25866,-1823
25867,-1475
25868,-1256
25869,-1159
25870,-1008
25871,-897
25872,-744
25873,-510
25874,-309
25875,-364
25876,-465
25877,-398
25878,-302
25879,41
25880,291
25881,361
25882,312
25883,196
25884,166
25885,125
25886,193
25887,354
25888,351
25889,496
25890,760
25891,876
25892,1149
25893,1317
25894,1551
25895,2125
25896,2541
25897,2736
25898,2905
25899,3149
25900,3518
25901,3937
25902,4290
25903,4414
25904,4480
25905,4736
25906,5091
25907,5491
25908,5643
25909,5601
25910,5660
25911,5807
25912,6028
25913,6013
25914,5721
25915,5471
25916,5280
25917,5080
25918,4739
25919,4364
25920,3953
25921,3524
25922,3325
25923,2973
25924,2637
25925,2338
25926,1979
25927,1648
25928,1262
25929,1007
25930,678
25931,301
25932,170
25933,-26
25934,-229
25935,-380
25936,-649
25937,-806
25938,-929
25939,-1151
25940,-1369
25941,-1573
25942,-1732
25943,-1769
25944,-1447
25945,-1343
25946,-1479
25947,-1796
25948,-2269
25949,-2414
25950,-2503
25951,-2687
25952,-2678
25953,-2645
25954,-2534
25955,-2438
25956,-2450
25957,-2261
25958,-1958
25959,-1834
25960,-1645
25961,-1604
25962,-1602
25963,-1562
25964,-1517
25965,-1603
25966,-1854
25967,-2148
25968,-2336
25969,-2139
25970,-2108
25971,-2271
25972,-2324
25973,-2270
25974,-2122
25975,-1863
25976,-1717
25977,-1797
25978,-1863
25979,-1731
25980,-1662
25981,-1421
25982,-1299
25983,-1341
25984,-1040
25985,-705
25986,-487
25987,-409
25988,-396
25989,-302
25990,-114
25991,-66
25992,-99
25993,-70
25994,43
25995,225
25996,219
25997,6
25998,-23
25999,190
26000,326
26001,424
26002,367
26003,422
26004,603
26005,667
26006,731
26007,682
26008,720
26009,795
26010,767
26011,767
26012,715
26013,401
26014,142
26015,55
26016,127
26017,346
26018,261
26019,87
26020,115
26021,253
26022,383
26023,478
26024,405
26025,363
26026,416
26027,551
26028,644
26029,712
26030,746
26031,735
26032,751
26033,788
26034,801
26035,921
26036,1035
26037,947
26038,666
26039,561
26040,496
26041,549
26042,657
26043,610
26044,579
26045,667
26046,775
26047,693
26048,468
26049,311
26050,287
26051,355
26052,519
26053,428
26054,414
26055,610
26056,554
26057,501
26058,365
26059,211
26060,58
26061,-144
26062,-332
26063,-538
26064,-521
26065,-596
26066,-664
26067,-731
26068,-798
26069,-817
26070,-924
26071,-940
26072,-880
26073,-650
26074,-564
26075,-674
26076,-624
26077,-618
26078,-710
26079,-712
26080,-767
26081,-774
26082,-681
26083,-807
26084,-842
26085,-866
26086,-811
26087,-574
26088,-402
26089,-226
26090,-169
26091,-406
26092,-502
26093,-413
26094,-485
26095,-596
26096,-532
26097,-538
26098,-677
26099,-669
26100,-789
26101,-789
26102,-682
26103,-712
26104,-749
26105,-808
26106,-850
26107,-891
26108,-1016
26109,-959
26110,-978
26111,-1151
26112,-1022
26113,-898
26114,-856
26115,-819
26116,-726
26117,-781
26118,-891
26119,-827
26120,-825
26121,-957
26122,-1092
26123,-1091
26124,-1113
26125,-1153
26126,-1313
26127,-1530
26128,-1495
26129,-1369
26130,-1383
26131,-1465
26132,-1473
26133,-1572
26134,-1398
26135,-1169
26136,-1164
26137,-1199
26138,-1253
26139,-988
26140,-666
26141,-556
26142,-642
26143,-815
26144,-690
26145,-458
26146,-381
26147,-402
26148,-421
26149,-217
26150,-25
26151,-17
26152,-13
26153,-100
26154,-4
26155,149
26156,197
26157,208
26158,121
26159,186
26160,315
26161,514
26162,802
26163,708
26164,813
26165,1136
26166,1189
26167,1280
26168,1115
26169,890
26170,962
26171,1042
26172,1185
26173,1172
26174,1156
26175,1405
26176,1663
26177,1939
26178,2019
26179,1950
26180,2048
26181,2005
26182,1830
26183,1549
26184,1254
26185,1072
26186,872
26187,656
26188,436
26189,283
26190,163
26191,-28
26192,-41
26193,-58
26194,56
26195,301
26196,419
26197,565
26198,598
26199,481
26200,484
26201,613
26202,556
26203,405
26204,304
26205,164
26206,-57
26207,-296
26208,-405
26209,-534
26210,-606
26211,-651
26212,-599
26213,-670
26214,-756
26215,-698
26216,-687
26217,-662
26218,-569
26219,-528
26220,-643
26221,-554
26222,-535
26223,-574
26224,-477
26225,-453
26226,-461
26227,-468
26228,-627
26229,-591
26230,-604
26231,-711
26232,-600
26233,-685
26234,-813
26235,-838
26236,-929
26237,-1035
26238,-1002
26239,-890
26240,-682
26241,-597
26242,-711
26243,-847
26244,-766
26245,-613
26246,-549
26247,-616
26248,-705
26249,-535
26250,-250
26251,-133
26252,-180
26253,-401
26254,-366
26255,-239
26256,-342
26257,-511
26258,-875
26259,-1027
26260,-907
26261,-854
26262,-780
26263,-886
26264,-849
26265,-628
26266,-503
26267,-283
26268,-214
26269,-378
26270,-421
26271,-326
26272,-239
26273,-261
26274,-309
26275,-416
26276,-218
26277,-107
26278,-221
26279,-184
26280,-65
26281,148
26282,231
26283,78
26284,117
26285,226
26286,109
26287,-47
26288,-156
26289,-275
26290,-246
26291,-216
26292,-339
26293,-251
26294,-125
26295,-55
26296,166
26297,296
26298,298
26299,495
26300,641
26301,575
26302,448
26303,230
26304,77
26305,86
26306,77
26307,149
26308,126
26309,68
26310,179
26311,175
26312,197
26313,176
26314,241
26315,331
26316,291
26317,358
26318,489
26319,572
26320,581
26321,615
26322,571
26323,665
26324,907
26325,875
26326,593
26327,535
26328,512
26329,508
26330,542
26331,592
26332,663
26333,622
26334,632
26335,667
26336,626
26337,566
26338,417
26339,451
26340,409
26341,237
26342,128
26343,84
26344,385
26345,802
26346,1082
26347,1234
26348,1323
26349,1446
26350,1649
26351,1709
26352,1497
26353,1257
26354,1158
26355,944
26356,627
26357,283
26358,-60
26359,-87
26360,-11
26361,-53
26362,-86
26363,-12
26364,269
26365,478
26366,577
26367,590
26368,567
26369,628
26370,627
26371,597
26372,449
26373,291
26374,287
26375,407
26376,441
26377,268
26378,-79
26379,-220
26380,-13
26381,158
26382,247
26383,273
26384,495
26385,757
26386,1008
26387,1009
26388,705
26389,607
26390,475
26391,276
26392,185
26393,-71
26394,-324
26395,-315
26396,-318
26397,-266
26398,-222
26399,-288
26400,-379
26401,-215
26402,85
26403,-42
26404,-244
26405,-220
26406,-248
26407,-79
26408,-76
26409,-319
26410,-408
26411,-346
26412,-137
26413,97
26414,60
26415,-158
26416,-72
26417,84
26418,219
26419,349
26420,356
26421,254
26422,72
26423,-6
26424,47
26425,17
26426,-51
26427,-111
26428,-214
26429,-278
26430,-458
26431,-574
26432,-645
26433,-783
26434,-781
26435,-941
26436,-1272
26437,-1383
26438,-1350
26439,-1166
26440,-1019
26441,-1130
26442,-1178
26443,-1053
26444,-852
26445,-748
26446,-720
26447,-752
26448,-811
26449,-766
26450,-620
26451,-712
26452,-726
26453,-560
26454,-298
26455,-154
26456,-172
26457,-306
26458,-445
26459,-373
26460,-360
